target,prime,rt,key,participant,prof,primetype,relationtype,primert,paikka,immersion,age,years
ЛЕЖАТЬ,простой,0.579222699860111,j,L28,aine,a_unrelated,derivation,unrel,labra,yes,21,7
ДЕРЖАТЬ,подержать,0.513150400016457,j,L28,aine,related,derivation,der,labra,yes,21,7
ВЕРИТЬ,поверить,0.500197799876332,j,L28,aine,related,derivation,der,labra,yes,21,7
СТРОИТЬ,построить,0.538314300123602,j,L28,aine,related,derivation,der,labra,yes,21,7
ВЫБРАТЬ,назад,0.550584000069648,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
ВСТРЕЧАТЬ,крупный,0.530817199964076,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
КРИЧАТЬ,простой,0.527575599960983,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
СООБЩИТЬ,важный,0.695703899953514,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
УБИТЬ,часто,0.536602800013498,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
БЕЖАТЬ,мальчик,0.540102599887177,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
БРОСИТЬ,бросил,0.434517599875107,j,L28,aine,related,inflection,inf,labra,yes,21,7
УМЕТЬ,характер,0.529072100063786,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
ПОНЯТЬ,понял,0.454650799976662,j,L28,aine,related,inflection,inf,labra,yes,21,7
НАЧАТЬ,начал,0.536205800017342,j,L28,aine,related,inflection,inf,labra,yes,21,7
ПИСАТЬ,писал,0.537238200195134,j,L28,aine,related,inflection,inf,labra,yes,21,7
РЕШИТЬ,решил,0.500954800052568,j,L28,aine,related,inflection,inf,labra,yes,21,7
СЛЫШАТЬ,слышал,0.493956600083038,j,L28,aine,related,inflection,inf,labra,yes,21,7
ПОМНИТЬ,помнил,1.10297370003536,j,L28,aine,related,inflection,inf,labra,yes,21,7
УЗНАТЬ,узнал,0.47996550006792,j,L28,aine,related,inflection,inf,labra,yes,21,7
ОЖИДАТЬ,ожидал,0.570130700012669,j,L28,aine,related,inflection,inf,labra,yes,21,7
СНИМАТЬ,снимал,0.544509900035337,j,L28,aine,related,inflection,inf,labra,yes,21,7
ЗАБЫТЬ,структура,0.644819700159133,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
СОБРАТЬ,сильный,0.479491099948064,j,L28,aine,a_unrelated,inflection,unrel,labra,yes,21,7
СТРАДАТЬ,торчать,1.02157389995409,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
СМОТРЕТЬ,впрочем,0.75489139999263,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
СТОЯТЬ,палец,0.678877600003034,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
ИГРАТЬ,великий,0.677233800000977,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
СТАВИТЬ,очередь,0.716504099953454,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
СЛУШАТЬ,готовый,0.640823299996555,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
ПРОСИТЬ,близкий,0.96132340002805,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
КУРИТЬ,взгляд,0.901495300000533,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
СЧИТАТЬ,вторник,0.936484100006055,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
ЖЕЛАТЬ,принцип,0.876545300008729,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
ИСКАТЬ,мужчина,0.903585499967448,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
ТЕРЯТЬ,метод,0.937862700026017,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
СИДЕТЬ,посидеть,0.694428099959623,j,L210,aine,related,derivation,der,labra,yes,27,7
ДУМАТЬ,подумать,0.686211800028104,j,L210,aine,related,derivation,der,labra,yes,27,7
ГОВОРИТЬ,поговорить,0.687033499998506,j,L210,aine,related,derivation,der,labra,yes,27,7
ЛЕЖАТЬ,простой,0.651669899991248,j,L210,aine,a_unrelated,derivation,unrel,labra,yes,27,7
ДЕРЖАТЬ,подержать,0.937037399969995,j,L210,aine,related,derivation,der,labra,yes,27,7
ВЕРИТЬ,поверить,1.2000419999822,j,L210,aine,related,derivation,der,labra,yes,27,7
СТРОИТЬ,построить,0.870007299992722,j,L210,aine,related,derivation,der,labra,yes,27,7
ПЛАКАТЬ,женщина,0.938364500005264,j,L210,aine,a_unrelated,inflection,unrel,labra,yes,27,7
ВСТРЕЧАТЬ,крупный,1.04144320002524,j,L210,aine,a_unrelated,inflection,unrel,labra,yes,27,7
СООБЩИТЬ,важный,0.9493445000262,j,L210,aine,a_unrelated,inflection,unrel,labra,yes,27,7
УБИТЬ,часто,0.842617799993604,j,L210,aine,a_unrelated,inflection,unrel,labra,yes,27,7
БЕЖАТЬ,мальчик,0.70798270002706,j,L210,aine,a_unrelated,inflection,unrel,labra,yes,27,7
БРОСИТЬ,бросил,0.900912800047081,j,L210,aine,related,inflection,inf,labra,yes,27,7
УМЕТЬ,характер,0.821832399989944,j,L210,aine,a_unrelated,inflection,unrel,labra,yes,27,7
ПОНЯТЬ,понял,0.716784299991559,j,L210,aine,related,inflection,inf,labra,yes,27,7
НАЧАТЬ,начал,0.72538869996788,j,L210,aine,related,inflection,inf,labra,yes,27,7
ПИСАТЬ,писал,0.737431399989873,j,L210,aine,related,inflection,inf,labra,yes,27,7
РЕШИТЬ,решил,1.38651250000112,j,L210,aine,related,inflection,inf,labra,yes,27,7
СЛЫШАТЬ,слышал,0.748758899979293,j,L210,aine,related,inflection,inf,labra,yes,27,7
ПОМНИТЬ,помнил,0.753947700024582,j,L210,aine,related,inflection,inf,labra,yes,27,7
УЗНАТЬ,узнала,0.740451000048779,j,L210,aine,related,inflection,inf,labra,yes,27,7
ОЖИДАТЬ,ожидал,1.0134711000137,j,L210,aine,related,inflection,inf,labra,yes,27,7
СНИМАТЬ,снимал,0.717428200005088,j,L210,aine,related,inflection,inf,labra,yes,27,7
ЗАБЫТЬ,структура,1.32369990000734,j,L210,aine,a_unrelated,inflection,unrel,labra,yes,27,7
СОБРАТЬ,сильный,0.794573599996511,j,L210,aine,a_unrelated,inflection,unrel,labra,yes,27,7
СМОТРЕТЬ,впрочем,0.576067700050771,j,L212,aine,a_unrelated,derivation,unrel,labra,no,22,7
СТОЯТЬ,палец,0.562454400002025,j,L212,aine,a_unrelated,derivation,unrel,labra,no,22,7
ИГРАТЬ,великий,0.53696590004256,j,L212,aine,a_unrelated,derivation,unrel,labra,no,22,7
СТАВИТЬ,очередь,0.596803700027522,j,L212,aine,a_unrelated,derivation,unrel,labra,no,22,7
СЛУШАТЬ,готовый,0.56732989999,j,L212,aine,a_unrelated,derivation,unrel,labra,no,22,7
ПРОСИТЬ,близкий,0.726310300000478,j,L212,aine,a_unrelated,derivation,unrel,labra,no,22,7
КУРИТЬ,взгляд,0.548102600034326,j,L212,aine,a_unrelated,derivation,unrel,labra,no,22,7
СЧИТАТЬ,вторник,0.651729699980933,j,L212,aine,a_unrelated,derivation,unrel,labra,no,22,7
ЖЕЛАТЬ,принцип,0.61507379997056,j,L212,aine,a_unrelated,derivation,unrel,labra,no,22,7
ИСКАТЬ,мужчина,0.577812800009269,j,L212,aine,a_unrelated,derivation,unrel,labra,no,22,7
ТРАТИТЬ,задание,0.782724099990446,j,L212,aine,a_unrelated,derivation,unrel,labra,no,22,7
СИДЕТЬ,посидеть,0.547968700004276,j,L212,aine,related,derivation,der,labra,no,22,7
ДУМАТЬ,подумать,0.569839800009504,j,L212,aine,related,derivation,der,labra,no,22,7
ГОВОРИТЬ,поговорить,0.515350500005297,j,L212,aine,related,derivation,der,labra,no,22,7
ЛЕЖАТЬ,простой,0.72746989998268,j,L212,aine,a_unrelated,derivation,unrel,labra,no,22,7
ДЕРЖАТЬ,подержать,0.734545100014657,j,L212,aine,related,derivation,der,labra,no,22,7
ВЕРИТЬ,поверить,0.701830599980895,j,L212,aine,related,derivation,der,labra,no,22,7
СТРОИТЬ,построить,0.554826400009915,j,L212,aine,related,derivation,der,labra,no,22,7
ПЛАКАТЬ,женщина,0.753013400011696,j,L212,aine,a_unrelated,inflection,unrel,labra,no,22,7
ВЫБРАТЬ,назад,0.676833599980455,j,L212,aine,a_unrelated,inflection,unrel,labra,no,22,7
ВСТРЕЧАТЬ,крупный,0.740667199948803,j,L212,aine,a_unrelated,inflection,unrel,labra,no,22,7
КРИЧАТЬ,простой,0.576268000004347,j,L212,aine,a_unrelated,inflection,unrel,labra,no,22,7
СООБЩИТЬ,важный,0.972065999987535,j,L212,aine,a_unrelated,inflection,unrel,labra,no,22,7
УБИТЬ,часто,0.633282199967653,j,L212,aine,a_unrelated,inflection,unrel,labra,no,22,7
БЕЖАТЬ,мальчик,0.565946699993219,j,L212,aine,a_unrelated,inflection,unrel,labra,no,22,7
БРОСИТЬ,бросил,0.676269999996293,j,L212,aine,related,inflection,inf,labra,no,22,7
УМЕТЬ,характер,0.600497299979907,j,L212,aine,a_unrelated,inflection,unrel,labra,no,22,7
ПОНЯТЬ,понял,0.503058500005864,j,L212,aine,related,inflection,inf,labra,no,22,7
НАЧАТЬ,начал,0.550183100043796,j,L212,aine,related,inflection,inf,labra,no,22,7
ПИСАТЬ,писал,0.672217100043781,j,L212,aine,related,inflection,inf,labra,no,22,7
РЕШИТЬ,решил,0.558930700004566,j,L212,aine,related,inflection,inf,labra,no,22,7
СЛЫШАТЬ,слышал,0.577176300052088,j,L212,aine,related,inflection,inf,labra,no,22,7
ПОМНИТЬ,помнил,0.672960099996999,j,L212,aine,related,inflection,inf,labra,no,22,7
УЗНАТЬ,узнала,0.49465169996256,j,L212,aine,related,inflection,inf,labra,no,22,7
СНИМАТЬ,снимал,0.688972600037232,j,L212,aine,related,inflection,inf,labra,no,22,7
ЗАБЫТЬ,структура,0.816625699982978,j,L212,aine,a_unrelated,inflection,unrel,labra,no,22,7
СТРАДАТЬ,торчать,0.790136600000551,j,L214,syv,a_unrelated,derivation,unrel,labra,yes,23,15
СМОТРЕТЬ,впрочем,0.599760599998263,j,L214,syv,a_unrelated,derivation,unrel,labra,yes,23,15
СТОЯТЬ,палец,0.592214100001002,j,L214,syv,a_unrelated,derivation,unrel,labra,yes,23,15
ИГРАТЬ,великий,0.677785399999266,j,L214,syv,a_unrelated,derivation,unrel,labra,yes,23,15
СТАВИТЬ,очередь,0.862628999999288,j,L214,syv,a_unrelated,derivation,unrel,labra,yes,23,15
СЛУШАТЬ,готовый,0.661308399998234,j,L214,syv,a_unrelated,derivation,unrel,labra,yes,23,15
ПРОСИТЬ,близкий,0.628020600001037,j,L214,syv,a_unrelated,derivation,unrel,labra,yes,23,15
КУРИТЬ,взгляд,0.532449599999381,j,L214,syv,a_unrelated,derivation,unrel,labra,yes,23,15
СЧИТАТЬ,вторник,0.800842700002249,j,L214,syv,a_unrelated,derivation,unrel,labra,yes,23,15
ЖЕЛАТЬ,принцип,0.588498799999798,j,L214,syv,a_unrelated,derivation,unrel,labra,yes,23,15
ИСКАТЬ,мужчина,0.730034200001683,j,L214,syv,a_unrelated,derivation,unrel,labra,yes,23,15
ТРАТИТЬ,задание,0.680834000002506,j,L214,syv,a_unrelated,derivation,unrel,labra,yes,23,15
СИДЕТЬ,посидеть,0.635224300000118,j,L214,syv,related,derivation,der,labra,yes,23,15
ДУМАТЬ,подумать,0.627157200000511,j,L214,syv,related,derivation,der,labra,yes,23,15
ГОВОРИТЬ,поговорить,0.602229300002364,j,L214,syv,related,derivation,der,labra,yes,23,15
ЛЕЖАТЬ,простой,0.617246999998315,j,L214,syv,a_unrelated,derivation,unrel,labra,yes,23,15
ДЕРЖАТЬ,подержать,0.676540799999202,j,L214,syv,related,derivation,der,labra,yes,23,15
ВЕРИТЬ,поверить,0.551620599999296,j,L214,syv,related,derivation,der,labra,yes,23,15
СТРОИТЬ,построить,0.576245000000199,j,L214,syv,related,derivation,der,labra,yes,23,15
ПЛАКАТЬ,женщина,0.784961800000019,j,L214,syv,a_unrelated,inflection,unrel,labra,yes,23,15
ВЫБРАТЬ,назад,0.513412199998129,j,L214,syv,a_unrelated,inflection,unrel,labra,yes,23,15
ВСТРЕЧАТЬ,крупный,0.559699399997044,j,L214,syv,a_unrelated,inflection,unrel,labra,yes,23,15
КРИЧАТЬ,простой,0.682566900002712,j,L214,syv,a_unrelated,inflection,unrel,labra,yes,23,15
СООБЩИТЬ,важный,0.648338499999227,j,L214,syv,a_unrelated,inflection,unrel,labra,yes,23,15
УБИТЬ,часто,0.648411400001351,j,L214,syv,a_unrelated,inflection,unrel,labra,yes,23,15
БЕЖАТЬ,мальчик,0.680893600001582,j,L214,syv,a_unrelated,inflection,unrel,labra,yes,23,15
БРОСИТЬ,бросил,0.600264700002299,j,L214,syv,related,inflection,inf,labra,yes,23,15
УМЕТЬ,характер,0.693996300000435,j,L214,syv,a_unrelated,inflection,unrel,labra,yes,23,15
ПОНЯТЬ,понял,0.608490299997357,j,L214,syv,related,inflection,inf,labra,yes,23,15
НАЧАТЬ,начал,0.695299800001521,j,L214,syv,related,inflection,inf,labra,yes,23,15
ПИСАТЬ,писал,0.657698799997888,j,L214,syv,related,inflection,inf,labra,yes,23,15
РЕШИТЬ,решил,0.567900300000474,j,L214,syv,related,inflection,inf,labra,yes,23,15
СЛЫШАТЬ,слышал,0.646405700001196,j,L214,syv,related,inflection,inf,labra,yes,23,15
ПОМНИТЬ,помнил,0.618749799999932,j,L214,syv,related,inflection,inf,labra,yes,23,15
УЗНАТЬ,узнала,0.544144200001028,j,L214,syv,related,inflection,inf,labra,yes,23,15
ОЖИДАТЬ,ожидал,0.620150300001114,j,L214,syv,related,inflection,inf,labra,yes,23,15
СНИМАТЬ,снимал,0.671041599998716,j,L214,syv,related,inflection,inf,labra,yes,23,15
ЗАБЫТЬ,структура,0.653428000001441,j,L214,syv,a_unrelated,inflection,unrel,labra,yes,23,15
СОБРАТЬ,сильный,0.639518299998599,j,L214,syv,a_unrelated,inflection,unrel,labra,yes,23,15
СТРАДАТЬ,торчать,0.77323210000759,j,L216,perus,a_unrelated,derivation,unrel,labra,no,19,3
СМОТРЕТЬ,впрочем,0.784640099969693,j,L216,perus,a_unrelated,derivation,unrel,labra,no,19,3
СТОЯТЬ,палец,0.724539599963464,j,L216,perus,a_unrelated,derivation,unrel,labra,no,19,3
ИГРАТЬ,великий,0.558381200011354,j,L216,perus,a_unrelated,derivation,unrel,labra,no,19,3
СТАВИТЬ,очередь,0.688018399989232,j,L216,perus,a_unrelated,derivation,unrel,labra,no,19,3
СЛУШАТЬ,готовый,0.552185499982443,j,L216,perus,a_unrelated,derivation,unrel,labra,no,19,3
ПРОСИТЬ,близкий,0.604248300020117,j,L216,perus,a_unrelated,derivation,unrel,labra,no,19,3
КУРИТЬ,взгляд,0.503265500010457,j,L216,perus,a_unrelated,derivation,unrel,labra,no,19,3
СЧИТАТЬ,вторник,0.703922999964561,j,L216,perus,a_unrelated,derivation,unrel,labra,no,19,3
ЖЕЛАТЬ,принцип,0.491915200022049,j,L216,perus,a_unrelated,derivation,unrel,labra,no,19,3
ИСКАТЬ,мужчина,0.509310399997048,j,L216,perus,a_unrelated,derivation,unrel,labra,no,19,3
ТЕРЯТЬ,метод,0.678950299974531,j,L216,perus,a_unrelated,derivation,unrel,labra,no,19,3
СИДЕТЬ,посидеть,0.500582600012422,j,L216,perus,related,derivation,der,labra,no,19,3
ДУМАТЬ,подумать,0.521437099960167,j,L216,perus,related,derivation,der,labra,no,19,3
ГОВОРИТЬ,поговорить,0.45924290001858,j,L216,perus,related,derivation,der,labra,no,19,3
ЛЕЖАТЬ,простой,0.566015099990182,j,L216,perus,a_unrelated,derivation,unrel,labra,no,19,3
ДЕРЖАТЬ,подержать,0.577915699977893,j,L216,perus,related,derivation,der,labra,no,19,3
ВЕРИТЬ,поверить,0.639691999997012,j,L216,perus,related,derivation,der,labra,no,19,3
СТРОИТЬ,построить,0.593513800005894,j,L216,perus,related,derivation,der,labra,no,19,3
ПЛАКАТЬ,женщина,0.861893699970096,j,L216,perus,a_unrelated,inflection,unrel,labra,no,19,3
ВЫБРАТЬ,назад,0.538353499956429,j,L216,perus,a_unrelated,inflection,unrel,labra,no,19,3
ВСТРЕЧАТЬ,крупный,0.522210300026927,j,L216,perus,a_unrelated,inflection,unrel,labra,no,19,3
КРИЧАТЬ,простой,0.639676699996926,j,L216,perus,a_unrelated,inflection,unrel,labra,no,19,3
СООБЩИТЬ,важный,0.681414299993776,j,L216,perus,a_unrelated,inflection,unrel,labra,no,19,3
УБИТЬ,часто,0.797804700036068,j,L216,perus,a_unrelated,inflection,unrel,labra,no,19,3
БЕЖАТЬ,мальчик,0.557238999987021,j,L216,perus,a_unrelated,inflection,unrel,labra,no,19,3
БРОСИТЬ,бросил,0.78388190001715,j,L216,perus,related,inflection,inf,labra,no,19,3
УМЕТЬ,характер,0.67272370000137,j,L216,perus,a_unrelated,inflection,unrel,labra,no,19,3
ПОНЯТЬ,понял,0.634602100006305,j,L216,perus,related,inflection,inf,labra,no,19,3
НАЧАТЬ,начал,0.57037540001329,j,L216,perus,related,inflection,inf,labra,no,19,3
ПИСАТЬ,писал,0.57972979999613,j,L216,perus,related,inflection,inf,labra,no,19,3
РЕШИТЬ,решил,0.476722099992912,j,L216,perus,related,inflection,inf,labra,no,19,3
СЛЫШАТЬ,слышал,0.57777850003913,j,L216,perus,related,inflection,inf,labra,no,19,3
ПОМНИТЬ,помнил,0.652612600009888,j,L216,perus,related,inflection,inf,labra,no,19,3
УЗНАТЬ,узнал,0.614136999996845,j,L216,perus,related,inflection,inf,labra,no,19,3
ОЖИДАТЬ,ожидал,0.560916999995243,j,L216,perus,related,inflection,inf,labra,no,19,3
СНИМАТЬ,снимал,0.526679500006139,j,L216,perus,related,inflection,inf,labra,no,19,3
ЗАБЫТЬ,структура,0.811263300012797,j,L216,perus,a_unrelated,inflection,unrel,labra,no,19,3
СОБРАТЬ,сильный,0.62730490003014,j,L216,perus,a_unrelated,inflection,unrel,labra,no,19,3
СТРАДАТЬ,торчать,1.26067960000364,j,L218,perus,a_unrelated,derivation,unrel,labra,no,20,6
СМОТРЕТЬ,впрочем,0.684504400007427,j,L218,perus,a_unrelated,derivation,unrel,labra,no,20,6
СТОЯТЬ,палец,0.647314900008496,j,L218,perus,a_unrelated,derivation,unrel,labra,no,20,6
ИГРАТЬ,великий,0.60188949998701,j,L218,perus,a_unrelated,derivation,unrel,labra,no,20,6
СТАВИТЬ,очередь,0.949289900017902,j,L218,perus,a_unrelated,derivation,unrel,labra,no,20,6
СЛУШАТЬ,готовый,0.810705200012308,j,L218,perus,a_unrelated,derivation,unrel,labra,no,20,6
ПРОСИТЬ,близкий,0.894240800000262,j,L218,perus,a_unrelated,derivation,unrel,labra,no,20,6
КУРИТЬ,взгляд,0.654983299958985,j,L218,perus,a_unrelated,derivation,unrel,labra,no,20,6
ЖЕЛАТЬ,принцип,1.03620010003215,j,L218,perus,a_unrelated,derivation,unrel,labra,no,20,6
ИСКАТЬ,мужчина,1.03789310000138,j,L218,perus,a_unrelated,derivation,unrel,labra,no,20,6
ТЕРЯТЬ,метод,0.992922600009479,j,L218,perus,a_unrelated,derivation,unrel,labra,no,20,6
ТРАТИТЬ,задание,0.92853529995773,j,L218,perus,a_unrelated,derivation,unrel,labra,no,20,6
СИДЕТЬ,посидеть,1.02334600000177,j,L218,perus,related,derivation,der,labra,no,20,6
ДУМАТЬ,подумать,0.839650299982168,j,L218,perus,related,derivation,der,labra,no,20,6
ГОВОРИТЬ,поговорить,1.07322740001837,j,L218,perus,related,derivation,der,labra,no,20,6
ЛЕЖАТЬ,простой,0.670301400008611,j,L218,perus,a_unrelated,derivation,unrel,labra,no,20,6
ДЕРЖАТЬ,подержать,1.12560969998594,j,L218,perus,related,derivation,der,labra,no,20,6
ВЕРИТЬ,поверить,0.863874500035308,j,L218,perus,related,derivation,der,labra,no,20,6
СТРОИТЬ,построить,0.88193339999998,j,L218,perus,related,derivation,der,labra,no,20,6
ПЛАКАТЬ,женщина,1.01873419998446,j,L218,perus,a_unrelated,inflection,unrel,labra,no,20,6
ВЫБРАТЬ,назад,0.817906599957496,j,L218,perus,a_unrelated,inflection,unrel,labra,no,20,6
ВСТРЕЧАТЬ,крупный,1.01544450002257,j,L218,perus,a_unrelated,inflection,unrel,labra,no,20,6
КРИЧАТЬ,простой,0.677769600006286,j,L218,perus,a_unrelated,inflection,unrel,labra,no,20,6
СООБЩИТЬ,важный,0.890681300021242,j,L218,perus,a_unrelated,inflection,unrel,labra,no,20,6
УБИТЬ,часто,0.627180000010412,j,L218,perus,a_unrelated,inflection,unrel,labra,no,20,6
БЕЖАТЬ,мальчик,0.714594600023702,j,L218,perus,a_unrelated,inflection,unrel,labra,no,20,6
БРОСИТЬ,бросил,0.662556099996436,j,L218,perus,related,inflection,inf,labra,no,20,6
УМЕТЬ,характер,0.757379699964076,j,L218,perus,a_unrelated,inflection,unrel,labra,no,20,6
ПОНЯТЬ,понял,0.871518300031312,j,L218,perus,related,inflection,inf,labra,no,20,6
НАЧАТЬ,начал,0.540732100023888,j,L218,perus,related,inflection,inf,labra,no,20,6
ПИСАТЬ,писал,0.634212200006004,j,L218,perus,related,inflection,inf,labra,no,20,6
РЕШИТЬ,решил,0.632113800034858,j,L218,perus,related,inflection,inf,labra,no,20,6
СЛЫШАТЬ,слышал,0.743632099998649,j,L218,perus,related,inflection,inf,labra,no,20,6
ПОМНИТЬ,помнил,0.925159100035671,j,L218,perus,related,inflection,inf,labra,no,20,6
УЗНАТЬ,узнал,0.90125320001971,j,L218,perus,related,inflection,inf,labra,no,20,6
ОЖИДАТЬ,ожидал,1.03965940000489,j,L218,perus,related,inflection,inf,labra,no,20,6
СНИМАТЬ,снимал,0.884058900002856,j,L218,perus,related,inflection,inf,labra,no,20,6
ЗАБЫТЬ,структура,0.755039700015914,j,L218,perus,a_unrelated,inflection,unrel,labra,no,20,6
СОБРАТЬ,сильный,1.04951739998069,j,L218,perus,a_unrelated,inflection,unrel,labra,no,20,6
СТРАДАТЬ,торчать,0.627719599986449,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
СМОТРЕТЬ,впрочем,0.614674899959937,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
СТОЯТЬ,палец,0.782170200021938,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
ИГРАТЬ,великий,0.550934200058691,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
СТАВИТЬ,очередь,0.792332099983469,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
СЛУШАТЬ,готовый,0.64529080002103,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
ПРОСИТЬ,близкий,0.666210099938326,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
КУРИТЬ,взгляд,0.600591699942015,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
СЧИТАТЬ,вторник,0.571555899921805,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
ЖЕЛАТЬ,принцип,0.66754089994356,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
ИСКАТЬ,мужчина,0.627772700041533,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
ТЕРЯТЬ,метод,0.650245199911296,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
ТРАТИТЬ,задание,0.647813299903646,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
СИДЕТЬ,посидеть,0.577580100041814,j,L220,perus,related,derivation,der,labra,no,20,4
ГОВОРИТЬ,поговорить,0.536847899900749,j,L220,perus,related,derivation,der,labra,no,20,4
ЛЕЖАТЬ,простой,0.597369200084358,j,L220,perus,a_unrelated,derivation,unrel,labra,no,20,4
ДЕРЖАТЬ,подержать,0.759755899896845,j,L220,perus,related,derivation,der,labra,no,20,4
ВЕРИТЬ,поверить,0.784439699957147,j,L220,perus,related,derivation,der,labra,no,20,4
ПЛАКАТЬ,женщина,0.636558500002138,j,L220,perus,a_unrelated,inflection,unrel,labra,no,20,4
ВЫБРАТЬ,назад,0.784683999954723,j,L220,perus,a_unrelated,inflection,unrel,labra,no,20,4
ВСТРЕЧАТЬ,крупный,0.804283899953589,j,L220,perus,a_unrelated,inflection,unrel,labra,no,20,4
БЕЖАТЬ,мальчик,0.802859199931845,j,L220,perus,a_unrelated,inflection,unrel,labra,no,20,4
УМЕТЬ,характер,0.683899400057271,j,L220,perus,a_unrelated,inflection,unrel,labra,no,20,4
ПОНЯТЬ,понял,0.762321499991231,j,L220,perus,related,inflection,inf,labra,no,20,4
НАЧАТЬ,начал,0.777809599996544,j,L220,perus,related,inflection,inf,labra,no,20,4
ПИСАТЬ,писал,0.563500999938697,j,L220,perus,related,inflection,inf,labra,no,20,4
РЕШИТЬ,решил,0.630651700077578,j,L220,perus,related,inflection,inf,labra,no,20,4
СЛЫШАТЬ,слышал,0.546314300037921,j,L220,perus,related,inflection,inf,labra,no,20,4
ПОМНИТЬ,помнил,0.665366500033997,j,L220,perus,related,inflection,inf,labra,no,20,4
УЗНАТЬ,узнал,0.602182899951004,j,L220,perus,related,inflection,inf,labra,no,20,4
СНИМАТЬ,снимал,0.620549599989317,j,L220,perus,related,inflection,inf,labra,no,20,4
ЗАБЫТЬ,структура,0.635315000079572,j,L220,perus,a_unrelated,inflection,unrel,labra,no,20,4
