target,prime,rt,key,participant,prof,primetype,relationtype,rtprime,months,immersion,years,age
СООБЩИТЬ,важный,0.861305,j,Nimijamerkki_L2,aine,a_unrelated,inflection,unrel,5,yes,10,36
УБИТЬ,часто,0.718135,j,Nimijamerkki_L2,aine,a_unrelated,inflection,unrel,5,yes,10,36
БЕЖАТЬ,мальчик,0.69955,j,Nimijamerkki_L2,aine,a_unrelated,inflection,unrel,5,yes,10,36
УМЕТЬ,характер,0.67314,j,Nimijamerkki_L2,aine,a_unrelated,inflection,unrel,5,yes,10,36
ЗАБЫТЬ,структура,0.875915,j,Nimijamerkki_L2,aine,a_unrelated,inflection,unrel,5,yes,10,36
СТРАДАТЬ,пострадать,0.48576,j,svet_L2,syv,related,derivation,der,1,no,8,23
СМОТРЕТЬ,посмотреть,0.518965,j,svet_L2,syv,related,derivation,der,1,no,8,23
СТОЯТЬ,постоять,0.66044,j,svet_L2,syv,related,derivation,der,1,no,8,23
ИГРАТЬ,поиграть,0.507825,j,svet_L2,syv,related,derivation,der,1,no,8,23
СТАВИТЬ,поставить,0.4366,j,svet_L2,syv,related,derivation,der,1,no,8,23
СЛУШАТЬ,послушать,0.459565,j,svet_L2,syv,related,derivation,der,1,no,8,23
ПРОСИТЬ,попросить,0.698615,j,svet_L2,syv,related,derivation,der,1,no,8,23
КУРИТЬ,покурить,0.632965,j,svet_L2,syv,related,derivation,der,1,no,8,23
СЧИТАТЬ,посчитать,0.66584,j,svet_L2,syv,related,derivation,der,1,no,8,23
ЖЕЛАТЬ,пожелать,0.49478,j,svet_L2,syv,related,derivation,der,1,no,8,23
ИСКАТЬ,поискать,0.557015,j,svet_L2,syv,related,derivation,der,1,no,8,23
ТЕРЯТЬ,потерять,0.54367,j,svet_L2,syv,related,derivation,der,1,no,8,23
ТРАТИТЬ,потратить,0.450535,j,svet_L2,syv,related,derivation,der,1,no,8,23
ЛЕЖАТЬ,полежать,0.59792,j,svet_L2,syv,related,derivation,der,1,no,8,23
ПЛАКАТЬ,плакал,0.57076,j,svet_L2,syv,related,inflection,inf,1,no,8,23
ВЫБРАТЬ,выбрал,0.39224,j,svet_L2,syv,related,inflection,inf,1,no,8,23
ВСТРЕЧАТЬ,встречал,0.42524,j,svet_L2,syv,related,inflection,inf,1,no,8,23
КРИЧАТЬ,кричал,0.41581,j,svet_L2,syv,related,inflection,inf,1,no,8,23
СООБЩИТЬ,сообщил,0.435245,j,svet_L2,syv,related,inflection,inf,1,no,8,23
УБИТЬ,убил,0.423705,j,svet_L2,syv,related,inflection,inf,1,no,8,23
БЕЖАТЬ,бежал,0.52228,j,svet_L2,syv,related,inflection,inf,1,no,8,23
УМЕТЬ,умел,0.448745,j,svet_L2,syv,related,inflection,inf,1,no,8,23
СОБРАТЬ,собрал,0.59141,j,svet_L2,syv,related,inflection,inf,1,no,8,23
СИДЕТЬ,первый,0.546045,j,svet_L2,syv,a_unrelated,derivation,unrel,1,no,8,23
ДУМАТЬ,другой,0.59349,j,svet_L2,syv,a_unrelated,derivation,unrel,1,no,8,23
ГОВОРИТЬ,все-таки,0.649805,j,svet_L2,syv,a_unrelated,derivation,unrel,1,no,8,23
ДЕРЖАТЬ,работа,0.6273,j,svet_L2,syv,a_unrelated,derivation,unrel,1,no,8,23
ВЕРИТЬ,самый,0.50394,j,svet_L2,syv,a_unrelated,derivation,unrel,1,no,8,23
СТРОИТЬ,область,0.52726,j,svet_L2,syv,a_unrelated,derivation,unrel,1,no,8,23
БРОСИТЬ,никакой,0.502215,j,svet_L2,syv,a_unrelated,inflection,unrel,1,no,8,23
ПОНЯТЬ,хорошо,0.492975,j,svet_L2,syv,a_unrelated,inflection,unrel,1,no,8,23
НАЧАТЬ,всякий,0.551255,j,svet_L2,syv,a_unrelated,inflection,unrel,1,no,8,23
ПИСАТЬ,черный,0.449705,j,svet_L2,syv,a_unrelated,inflection,unrel,1,no,8,23
РЕШИТЬ,далекий,0.48199,j,svet_L2,syv,a_unrelated,inflection,unrel,1,no,8,23
СЛЫШАТЬ,история,0.574665,j,svet_L2,syv,a_unrelated,inflection,unrel,1,no,8,23
ПОМНИТЬ,власть,0.4954,j,svet_L2,syv,a_unrelated,inflection,unrel,1,no,8,23
УЗНАТЬ,тысяча,0.77424,j,svet_L2,syv,a_unrelated,inflection,unrel,1,no,8,23
ОЖИДАТЬ,внимание,0.798755,j,svet_L2,syv,a_unrelated,inflection,unrel,1,no,8,23
СНИМАТЬ,развитие,0.433825,j,svet_L2,syv,a_unrelated,inflection,unrel,1,no,8,23
СИДЕТЬ,посидеть,0.484095,j,TP,aine,related,derivation,der,1,no,6,23
ГОВОРИТЬ,поговорить,0.505515,j,TP,aine,related,derivation,der,1,no,6,23
ДЕРЖАТЬ,подержать,0.48481,j,TP,aine,related,derivation,der,1,no,6,23
ВЕРИТЬ,поверить,0.83043,j,TP,aine,related,derivation,der,1,no,6,23
СТРОИТЬ,построить,0.500665,j,TP,aine,related,derivation,der,1,no,6,23
БРОСИТЬ,бросил,0.50717,j,TP,aine,related,inflection,der,1,no,6,23
ПОНЯТЬ,понял,0.623795,j,TP,aine,related,inflection,der,1,no,6,23
НАЧАТЬ,начал,0.784735,j,TP,aine,related,inflection,der,1,no,6,23
ПИСАТЬ,писал,0.58495,j,TP,aine,related,inflection,der,1,no,6,23
РЕШИТЬ,решил,0.4831,j,TP,aine,related,inflection,der,1,no,6,23
СЛЫШАТЬ,слышал,0.51986,j,TP,aine,related,inflection,der,1,no,6,23
ПОМНИТЬ,помнил,0.584505,j,TP,aine,related,inflection,der,1,no,6,23
УЗНАТЬ,узнал,0.47855,j,TP,aine,related,inflection,der,1,no,6,23
СНИМАТЬ,снимал,0.52444,j,TP,aine,related,inflection,der,1,no,6,23
СТРАДАТЬ,машина,0.62088,j,TP,aine,a_unrelated,derivation,unrel,1,no,6,23
СМОТРЕТЬ,впрочем,0.68368,j,TP,aine,a_unrelated,derivation,unrel,1,no,6,23
ИГРАТЬ,великий,0.467005,j,TP,aine,a_unrelated,derivation,unrel,1,no,6,23
СТАВИТЬ,очередь,0.494435,j,TP,aine,a_unrelated,derivation,unrel,1,no,6,23
СЛУШАТЬ,готовый,0.40255,j,TP,aine,a_unrelated,derivation,unrel,1,no,6,23
ПРОСИТЬ,близкий,0.552995,j,TP,aine,a_unrelated,derivation,unrel,1,no,6,23
КУРИТЬ,взгляд,0.534435,j,TP,aine,a_unrelated,derivation,unrel,1,no,6,23
ЖЕЛАТЬ,принцип,0.53339,j,TP,aine,a_unrelated,derivation,unrel,1,no,6,23
ИСКАТЬ,мужчина,0.546405,j,TP,aine,a_unrelated,derivation,unrel,1,no,6,23
ТЕРЯТЬ,метод,0.445985,j,TP,aine,a_unrelated,derivation,unrel,1,no,6,23
ТРАТИТЬ,задание,0.573865,j,TP,aine,a_unrelated,derivation,unrel,1,no,6,23
ДУМАТЬ,мысль,0.457605,j,TP,aine,a_unrelated,derivation,unrel,1,no,6,23
ЛЕЖАТЬ,простой,0.479855,j,TP,aine,a_unrelated,derivation,unrel,1,no,6,23
ВСТРЕЧАТЬ,крупный,0.6185,j,TP,aine,a_unrelated,inflection,unrel,1,no,6,23
КРИЧАТЬ,простой,0.63718,j,TP,aine,a_unrelated,inflection,unrel,1,no,6,23
СООБЩИТЬ,важный,0.541765,j,TP,aine,a_unrelated,inflection,unrel,1,no,6,23
УБИТЬ,часто,0.69547,j,TP,aine,a_unrelated,inflection,unrel,1,no,6,23
БЕЖАТЬ,мальчик,0.57692,j,TP,aine,a_unrelated,inflection,unrel,1,no,6,23
УМЕТЬ,характер,0.80081,j,TP,aine,a_unrelated,inflection,unrel,1,no,6,23
ЗАБЫТЬ,структура,0.599955,j,TP,aine,a_unrelated,inflection,unrel,1,no,6,23
СОБРАТЬ,сильный,0.528655,j,TP,aine,a_unrelated,inflection,unrel,1,no,6,23
СТРАДАТЬ,пострадать,0.932,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
СМОТРЕТЬ,посмотреть,0.682,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
СТОЯТЬ,постоять,0.615,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
ИГРАТЬ,поиграть,0.601,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
СТАВИТЬ,поставить,0.598,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
СЛУШАТЬ,послушать,0.615,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
ПРОСИТЬ,попросить,0.62,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
КУРИТЬ,покурить,0.651,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
СЧИТАТЬ,посчитать,0.804,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
ЖЕЛАТЬ,пожелать,0.75,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
ИСКАТЬ,поискать,0.567,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
ТЕРЯТЬ,потерять,0.723,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
ТРАТИТЬ,потратить,0.783,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
ЛЕЖАТЬ,полежать,0.633,j,vastaaja_L2,syv,related,derivation,der,3,yes,11,31
ПЛАКАТЬ,плакал,0.584,j,vastaaja_L2,syv,related,inflection,inf,3,yes,11,31
ВЫБРАТЬ,выбрал,0.621,j,vastaaja_L2,syv,related,inflection,inf,3,yes,11,31
ВСТРЕЧАТЬ,встречал,0.783,j,vastaaja_L2,syv,related,inflection,inf,3,yes,11,31
КРИЧАТЬ,кричал,0.637,j,vastaaja_L2,syv,related,inflection,inf,3,yes,11,31
СООБЩИТЬ,сообщил,0.648,j,vastaaja_L2,syv,related,inflection,inf,3,yes,11,31
УБИТЬ,убил,0.72,j,vastaaja_L2,syv,related,inflection,inf,3,yes,11,31
БЕЖАТЬ,бежал,0.652,j,vastaaja_L2,syv,related,inflection,inf,3,yes,11,31
УМЕТЬ,умел,0.581,j,vastaaja_L2,syv,related,inflection,inf,3,yes,11,31
ЗАБЫТЬ,забыл,1.116,j,vastaaja_L2,syv,related,inflection,inf,3,yes,11,31
СОБРАТЬ,собрал,0.568,j,vastaaja_L2,syv,related,inflection,inf,3,yes,11,31
СИДЕТЬ,первый,0.6,j,vastaaja_L2,syv,a_unrelated,derivation,unrel,3,yes,11,31
ДУМАТЬ,другой,0.681,j,vastaaja_L2,syv,a_unrelated,derivation,unrel,3,yes,11,31
ГОВОРИТЬ,все-таки,0.599,j,vastaaja_L2,syv,a_unrelated,derivation,unrel,3,yes,11,31
ДЕРЖАТЬ,работа,0.683,j,vastaaja_L2,syv,a_unrelated,derivation,unrel,3,yes,11,31
ВЕРИТЬ,самый,0.649,j,vastaaja_L2,syv,a_unrelated,derivation,unrel,3,yes,11,31
СТРОИТЬ,область,0.647,j,vastaaja_L2,syv,a_unrelated,derivation,unrel,3,yes,11,31
БРОСИТЬ,никакой,0.738,j,vastaaja_L2,syv,a_unrelated,inflection,unrel,3,yes,11,31
ПОНЯТЬ,хорошо,0.652,j,vastaaja_L2,syv,a_unrelated,inflection,unrel,3,yes,11,31
НАЧАТЬ,всякий,0.782,j,vastaaja_L2,syv,a_unrelated,inflection,unrel,3,yes,11,31
ПИСАТЬ,черный,0.998,j,vastaaja_L2,syv,a_unrelated,inflection,unrel,3,yes,11,31
РЕШИТЬ,далекий,0.649,j,vastaaja_L2,syv,a_unrelated,inflection,unrel,3,yes,11,31
СЛЫШАТЬ,история,0.798,j,vastaaja_L2,syv,a_unrelated,inflection,unrel,3,yes,11,31
ПОМНИТЬ,власть,0.569,j,vastaaja_L2,syv,a_unrelated,inflection,unrel,3,yes,11,31
УЗНАТЬ,тысяча,0.666,j,vastaaja_L2,syv,a_unrelated,inflection,unrel,3,yes,11,31
ОЖИДАТЬ,внимание,0.935,j,vastaaja_L2,syv,a_unrelated,inflection,unrel,3,yes,11,31
СНИМАТЬ,развитие,0.853,j,vastaaja_L2,syv,a_unrelated,inflection,unrel,3,yes,11,31
СТРАДАТЬ,пострадать,0.754,j,vieraana_L2,aine,related,derivation,der,0,no,5,22
СМОТРЕТЬ,посмотреть,0.421,j,vieraana_L2,aine,related,derivation,der,0,no,5,22
СТОЯТЬ,постоять,0.572,j,vieraana_L2,aine,related,derivation,der,0,no,5,22
ИГРАТЬ,поиграть,0.583,j,vieraana_L2,aine,related,derivation,der,0,no,5,22
СТАВИТЬ,поставить,0.505,j,vieraana_L2,aine,related,derivation,der,0,no,5,22
СЛУШАТЬ,послушать,0.571,j,vieraana_L2,aine,related,derivation,der,0,no,5,22
ПРОСИТЬ,попросить,0.571,j,vieraana_L2,aine,related,derivation,der,0,no,5,22
КУРИТЬ,покурить,0.623,j,vieraana_L2,aine,related,derivation,der,0,no,5,22
СЧИТАТЬ,посчитать,0.84,j,vieraana_L2,aine,related,derivation,der,0,no,5,22
ЖЕЛАТЬ,пожелать,0.506,j,vieraana_L2,aine,related,derivation,der,0,no,5,22
ИСКАТЬ,поискать,0.44,j,vieraana_L2,aine,related,derivation,der,0,no,5,22
ЛЕЖАТЬ,полежать,0.592,j,vieraana_L2,aine,related,derivation,der,0,no,5,22
ПЛАКАТЬ,плакал,0.89,j,vieraana_L2,aine,related,inflection,inf,0,no,5,22
ВЫБРАТЬ,выбрал,2.382,j,vieraana_L2,aine,related,inflection,inf,0,no,5,22
ВСТРЕЧАТЬ,встречал,0.658,j,vieraana_L2,aine,related,inflection,inf,0,no,5,22
КРИЧАТЬ,кричал,0.666,j,vieraana_L2,aine,related,inflection,inf,0,no,5,22
СООБЩИТЬ,сообщил,0.988,j,vieraana_L2,aine,related,inflection,inf,0,no,5,22
УБИТЬ,убил,0.692,j,vieraana_L2,aine,related,inflection,inf,0,no,5,22
УМЕТЬ,умел,0.704,j,vieraana_L2,aine,related,inflection,inf,0,no,5,22
СОБРАТЬ,собрал,0.621,j,vieraana_L2,aine,related,inflection,inf,0,no,5,22
СИДЕТЬ,первый,0.689,j,vieraana_L2,syv,a_unrelated,derivation,unrel,0,no,5,22
ДУМАТЬ,другой,0.706,j,vieraana_L2,syv,a_unrelated,derivation,unrel,0,no,5,22
ГОВОРИТЬ,все-таки,0.717,j,vieraana_L2,syv,a_unrelated,derivation,unrel,0,no,5,22
ДЕРЖАТЬ,работа,0.752,j,vieraana_L2,syv,a_unrelated,derivation,unrel,0,no,5,22
ВЕРИТЬ,самый,0.804,j,vieraana_L2,syv,a_unrelated,derivation,unrel,0,no,5,22
СТРОИТЬ,область,0.557,j,vieraana_L2,syv,a_unrelated,derivation,unrel,0,no,5,22
БРОСИТЬ,никакой,0.895,j,vieraana_L2,syv,a_unrelated,inflection,unrel,0,no,5,22
ПОНЯТЬ,хорошо,0.843,j,vieraana_L2,syv,a_unrelated,inflection,unrel,0,no,5,22
НАЧАТЬ,всякий,0.725,j,vieraana_L2,syv,a_unrelated,inflection,unrel,0,no,5,22
ПИСАТЬ,черный,0.514,j,vieraana_L2,syv,a_unrelated,inflection,unrel,0,no,5,22
РЕШИТЬ,далекий,0.802,j,vieraana_L2,syv,a_unrelated,inflection,unrel,0,no,5,22
СЛЫШАТЬ,история,0.679,j,vieraana_L2,syv,a_unrelated,inflection,unrel,0,no,5,22
ПОМНИТЬ,власть,0.694,j,vieraana_L2,syv,a_unrelated,inflection,unrel,0,no,5,22
УЗНАТЬ,тысяча,0.303,j,vieraana_L2,syv,a_unrelated,inflection,unrel,0,no,5,22
ОЖИДАТЬ,внимание,0.554,j,vieraana_L2,syv,a_unrelated,inflection,unrel,0,no,5,22
СНИМАТЬ,развитие,0.488,j,vieraana_L2,syv,a_unrelated,inflection,unrel,0,no,5,22
СТРАДАТЬ,пострадать,1.315315,j,xyz L2,perus,related,derivation,der,0,no,6,28
СМОТРЕТЬ,посмотреть,0.53179,j,xyz L2,perus,related,derivation,der,0,no,6,28
СТОЯТЬ,постоять,0.64868,j,xyz L2,perus,related,derivation,der,0,no,6,28
ИГРАТЬ,поиграть,0.6945,j,xyz L2,perus,related,derivation,der,0,no,6,28
СТАВИТЬ,поставить,1.069505,j,xyz L2,perus,related,derivation,der,0,no,6,28
СЛУШАТЬ,послушать,0.567325,j,xyz L2,perus,related,derivation,der,0,no,6,28
ПРОСИТЬ,попросить,1.08377,j,xyz L2,perus,related,derivation,der,0,no,6,28
КУРИТЬ,покурить,0.615935,j,xyz L2,perus,related,derivation,der,0,no,6,28
СЧИТАТЬ,посчитать,0.586205,j,xyz L2,perus,related,derivation,der,0,no,6,28
ИСКАТЬ,поискать,0.6516,j,xyz L2,perus,related,derivation,der,0,no,6,28
ТРАТИТЬ,потратить,1.239855,j,xyz L2,perus,related,derivation,der,0,no,6,28
ЛЕЖАТЬ,полежать,0.5155,j,xyz L2,perus,related,derivation,der,0,no,6,28
ПЛАКАТЬ,плакал,0.722515,j,xyz L2,perus,related,inflection,inf,0,no,6,28
ВЫБРАТЬ,выбрал,0.982015,j,xyz L2,perus,related,inflection,inf,0,no,6,28
ВСТРЕЧАТЬ,встречал,1.436465,j,xyz L2,perus,related,inflection,inf,0,no,6,28
СООБЩИТЬ,сообщил,1.10326,j,xyz L2,perus,related,inflection,inf,0,no,6,28
УБИТЬ,убил,0.84055,j,xyz L2,perus,related,inflection,inf,0,no,6,28
БЕЖАТЬ,бежал,0.791895,j,xyz L2,perus,related,inflection,inf,0,no,6,28
УМЕТЬ,умел,0.637705,j,xyz L2,perus,related,inflection,inf,0,no,6,28
СОБРАТЬ,собрал,1.53372,j,xyz L2,perus,related,inflection,inf,0,no,6,28
СИДЕТЬ,первый,0.6683,j,xyz L2,perus,a_unrelated,derivation,unrel,0,no,6,28
ДУМАТЬ,другой,0.634085,j,xyz L2,perus,a_unrelated,derivation,unrel,0,no,6,28
ГОВОРИТЬ,все-таки,0.59461,j,xyz L2,perus,a_unrelated,derivation,unrel,0,no,6,28
ДЕРЖАТЬ,работа,1.10434,j,xyz L2,perus,a_unrelated,derivation,unrel,0,no,6,28
ВЕРИТЬ,самый,1.56002,j,xyz L2,perus,a_unrelated,derivation,unrel,0,no,6,28
ПОНЯТЬ,хорошо,0.812365,j,xyz L2,perus,a_unrelated,inflection,unrel,0,no,6,28
НАЧАТЬ,всякий,0.59883,j,xyz L2,perus,a_unrelated,inflection,unrel,0,no,6,28
ПИСАТЬ,черный,0.952075,j,xyz L2,perus,a_unrelated,inflection,unrel,0,no,6,28
РЕШИТЬ,далекий,0.59998,j,xyz L2,perus,a_unrelated,inflection,unrel,0,no,6,28
СЛЫШАТЬ,история,0.740655,j,xyz L2,perus,a_unrelated,inflection,unrel,0,no,6,28
ПОМНИТЬ,власть,0.61954,j,xyz L2,perus,a_unrelated,inflection,unrel,0,no,6,28
УЗНАТЬ,тысяча,0.610035,j,xyz L2,perus,a_unrelated,inflection,unrel,0,no,6,28
СНИМАТЬ,развитие,0.691505,j,xyz L2,perus,a_unrelated,inflection,unrel,0,no,6,28
СТРАДАТЬ,страдать,0.7909,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
СМОТРЕТЬ,смотреть,0.497,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
СТОЯТЬ,стоять,0.628,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
ИГРАТЬ,играть,0.6654,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
СТАВИТЬ,ставить,0.8771,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
СЛУШАТЬ,слушать,0.6323,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
ПРОСИТЬ,просить,0.758,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
КУРИТЬ,курить,0.7454,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
СЧИТАТЬ,считать,1.7272,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
ЖЕЛАТЬ,желать,0.5905,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
ИСКАТЬ,искать,0.796,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
ТЕРЯТЬ,терять,0.7216,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
ТРАТИТЬ,тратить,0.6687,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
СИДЕТЬ,сидеть,0.7412,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
ДУМАТЬ,думать,0.8329,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
ГОВОРИТЬ,говорить,0.9706,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
ЛЕЖАТЬ,лежать,0.757,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
ДЕРЖАТЬ,держать,0.7442,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
ВЕРИТЬ,верить,0.9355,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
СТРОИТЬ,строить,0.6207,j,Юраssic Park,aine,identity,derivation,id,2,yes,10,22
ПЛАКАТЬ,плакать,0.6505,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ВЫБРАТЬ,выбрать,1.403,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ВСТРЕЧАТЬ,встречать,0.82,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
КРИЧАТЬ,кричать,1.1864,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
СООБЩИТЬ,сообщить,0.7807,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
УБИТЬ,убить,0.7031,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
БЕЖАТЬ,бежать,0.6978,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
БРОСИТЬ,бросить,0.6366,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ПОНЯТЬ,понять,0.9073,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
НАЧАТЬ,начать,0.7704,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ПИСАТЬ,писать,0.6937,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
СЛЫШАТЬ,слышать,0.6711,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ПОМНИТЬ,помнить,0.9407,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
УЗНАТЬ,узнать,0.9995,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ОЖИДАТЬ,ожидать,1.0993,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
СНИМАТЬ,снимать,1.0602,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
ЗАБЫТЬ,забыть,0.763,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
СОБРАТЬ,собрать,0.7153,j,Юраssic Park,aine,identity,inflection,id,2,yes,10,22
